source_id,title,plot
wiki-15733,Race to Witch Mountain,"An alien spacecraft crashes near Searchlight, Nevada, 150 miles outside of Las Vegas. Project Moon Dust, a secret Defense Department unit led by Henry Burke (Ciarán Hinds), arrive at the scene of the crash in black helicopters. Men in Black seize the ship and search for its passengers. Back in Las Vegas, Jack Bruno (Dwayne Johnson) is a former mob get-away driver who drives a cab to avoid returning to jail. One of his passengers is Dr. Alex Friedman (Carla Gugino), a failed astrophysicist who has come to Las Vegas to speak at a UFO convention at the Planet Hollywood hotel. After fending off two thugs who seek his services for a mob boss named Andrew Wolfe, Bruno finds two teenagers, Sara (AnnaSophia Robb) and Seth (Alexander Ludwig), in his cab. They offer $15,000 to drive them to an unknown destination. Burke's men engage Bruno in a high speed chase. Mistaking the government agents for more mob thugs, he tries to evade them with his driving skills. Seth's ability to vary his molecular density helps the group to escape. When they arrive at an abandoned house, Bruno follows them out of concern and curiosity. The teenagers retrieve the device they were looking for within a hidden underground laboratory, but the three are attacked by a ""Siphon"" (Tom Woodruff, Jr.), a powerful armored alien assassin. The Siphon pursues the group until its spaceship crashes into a train and the creature is wounded. After settling at a diner to calm their nerves, the three again escape Burke's agents thanks to Sara's telepathy and telekinetics. The teenagers explain to Bruno that they are aliens from a dying planet located 3,000 light years from Earth. Its government intends to invade Earth, despite the majority of their race fully opposed to the plan, so that their kind may survive. Seth and Sara's parents are scientists who sought a way to save their planet without invasion but were arrested before completing their experiment. The teenagers came to retrieve the successful results, but the alien government sent the assassin to stop them. To save both worlds, they must retrieve their spaceship and return home. Bruno brings Seth and Sara to Dr. Friedman at the UFO convention. Despite initially dismissing Bruno's story as bluff, she believes him after Seth and Sara narrate their current situation. She then realizes that the teenagers are what she has been searching for and joins the group. They meet fellow UFOlogist and conspiracy theorist Dr. Donald Harlan (Garry Marshall), who tells them that the spaceship was taken to the secret California government base named Witch Mountain. Harlan and his men distract the soldiers with Bruno's taxi while the others escape to Witch Mountain on Harlan's RV. The group arrives at the base but are captured by Burke. He orders that the teenagers be prepared for vivisection, but frees the adults as no one will believe their story. The Siphon attacks Witch Mountain and engages the soldiers, allowing Bruno and Friedman to infiltrate the base and free Seth and Sara. They launch the ship, escape through the mountain's tunnels, and finally kill the assassin who has stowed away on the spaceship. The teenagers give Bruno and Friedman a tracking device that will allow the aliens to always find them. They tearfully wish them farewell, but not before Sara gives her telepathic powers to Bruno. Some weeks later, Bruno and Friedman become successful authors of a book named Race to Witch Mountain: A True Story. They promote their book and knowledge on the UFO convention circuit, explaining that the publicity protects them from government reprisal. As they leave the convention, the alien device activates, implying that the alien teenagers may be returning to Earth."
wiki-15783,The American,"Jack, a gunsmith and contract killer, and his lover, Ingrid, are relaxing in Sweden. Jack becomes alarmed by a trail of footprints in the snow and pulls Ingrid towards shelter. Sniper gunshots ring out. Ingrid sees Jack pull a gun from his pocket and shoot the sniper. Knowing his identity is in jeopardy, and with little hesitation, Jack shoots and kills Ingrid. He flees to Rome and contacts his handler, Pavel, who insists that Jack cannot stay in Rome. Pavel sends him to Castelvecchio, a small town in the mountains of Abruzzo. Jack becomes nervous, and disposing of the cell phone Pavel gave him, goes to nearby Castel del Monte instead – where he uses the name Edward. While in Abruzzo, Jack contacts Pavel, who sets him up with another job. He meets Mathilde, an assassin who wants him to build her a custom sniper rifle. He also begins patronizing a prostitute, Clara, and they begin a relationship separate from her business duties. Jack meets with Mathilde to test the weapon. She is impressed by the craftsmanship, but asks him to make a few more adjustments. Later, Jack realizes that he is being followed by an assassin from Sweden, whom he kills. Jack is tormented by dreams of the events in Sweden and regrets killing Ingrid. His friendship and conversations with a local priest, Father Benedetto, encourage him to question his life choices. Both Mathilde and Clara notice Jack's association with butterflies, Mathilde by his expertise in endangered butterflies and Clara by his prominent tattoo. When Father Benedetto tells Jack he senses he lives in a special kind of hell, ""a place without love"", Jack starts to let himself feel love for Clara, and envisions a life with her. Jack talks to Pavel one last time — asking how the Swedes have found him. In his growing fear, he even suspects Clara when he discovers a small pistol in her purse. He questions Clara about the gun and is satisfied with her explanation (to defend herself, since newspapers have reported murdered prostitutes). Jack agrees to deliver the weapon to Mathilde as his last job, but at the last moment, he opens the briefcase and sabotages the rifle. At the drop-off, Jack becomes suspicious that Mathilde plans to kill him. Before anything can happen, a busload of school children arrives. Mathilde gives Jack his payment — a thick envelope full of cash — and the two separate. As Mathilde drives away, Pavel contacts her and asks if she has killed Jack. She tells him she has not, but says she is following him and will kill him. Clara meets Jack at a religious procession in town. Jack asks her to go away with him and she agrees. Mathilde tries to shoot Jack from a nearby rooftop, but the sabotaged rifle explodes in her face. Seeing Mathilde fall from the roof, Jack gives Clara the envelope full of cash and tells her to go to a river where they had picnicked and wait for him. He runs to Mathilde, who is dying on the pavement, and discovers that she also works for Pavel. As Jack goes to meet Clara, he hears Pavel behind him. They exchange gunfire and Pavel drops dead. As Jack drives to meet Clara at the river, he feels his abdomen and realizes he has been shot. Jack arrives at the picnic spot and as he sees Clara, he collapses. Clara screams and runs to the car. A white butterfly flits skyward from Jack's car."
wiki-15876,Legendary,"After being bullied, book-smart (but not street-wise) teenager Cal Chetley (Devon Graye), joins his Oklahoma high school's wrestling team, seeing it also as a way to reunite with his estranged and wayward brother, Mike (John Cena). His mother, Sharon (Patricia Clarkson), is not initially supportive of Cal's decision, especially when she discovers that Mike is secretly coaching Cal after she gets a call from Mike Chetley's jail cell. She has been away and without contact of her older son, Mike, for over 10 years, but copes and watches yet another family male become legendary."
wiki-16017,Drive Angry,"John Milton (Nicolas Cage) is an undead criminal who has broken out of Hell and stolen Satan's personal gun, labeled the Godkiller, to kill Jonah King (Billy Burke), a cult leader who tricked Milton's daughter into joining his followers in the wake of Milton's death 10 years prior, only to kill her and her husband and steal their daughter (Milton's granddaughter) to be sacrificed in a Satanist ritual. King believes that if he kills the baby, he will unleash Hell over Earth. After interrogating and murdering some of King's followers, Milton discovers that the ritual will take place in Stillwater, an abandoned prison in Louisiana. He heads there, but stops by a diner, where he meets Piper (Amber Heard), a waitress. Milton's car is damaged in the pursuit, so he sabotages Piper's car, a 1969 blue Dodge Charger R/T 440 and follows her to fix it in exchange for a ride on the way to Stillwater to find King. Entering her room, Piper walks in on her boyfriend, Frank (Todd Farmer), having sex with another woman. Piper beats up the woman and assaults Frank, getting knocked to the ground. Milton, in a phone booth nearby, hears the commotion and comes to Piper's aid, kicking Frank in the face as he is about to continue assaulting Piper, and punching Frank repeatedly. Milton steals his car, taking Piper along with him driving to Stillwater. Meanwhile, a supernatural operative of Satan, The Accountant (William Fichtner), arrives on Earth with the mission to bring Milton back to Hell and take the gun back. After interrogating Frank, he discovers that Milton and Piper are heading to Louisiana, and murders Frank with a bat before tricking a pair of state troopers into helping him by impersonating an FBI agent. At a shady hotel, Milton is attacked by King and his men, who heard about his return, but he kills most of them. The Accountant appears with the police and chases after Milton and Piper, who are chasing after King's van. Milton uses the Godkiller to shoot the Accountant out of the road. They then follow King to a church, only to find it filled with King's followers. They are ambushed and captured. Piper is kidnapped and Milton is shot in the eye and left for dead, but he awakens and kills King's men before pursuing the RV once again. Inside, Piper breaks free and fights King before jumping out of the RV and onto Milton's car. King then disables the car by repeatedly shooting its engine. Milton and Piper then meet Milton's friend Webster (David Morse), who provides them a new car, a 1971 red Chevrolet Chevelle SS. Piper discovers that Milton is literally undead and had to abandon his daughter to protect her from his former companions, which is why she was so easily manipulated by King. Webster reveals that he died 10 years prior in a shootout, and that Webster personally carried his coffin. She also discovers that the Godkiller was stolen by Milton from Satan himself and has the power to completely destroy one's soul, preventing it from going to either Heaven or Hell. After arming himself, Milton tells Piper that he cannot guarantee her safety and that she should leave, but she assures him that she has never had a worthy cause to fight for until now, and that she is with him regardless of the consequences. Milton tells Webster to stay behind, not wishing him to die. With the help of the Accountant, they evade the troops of Sheriff Cap (Tom Atkins) and finally arrive at Stillwater. The Accountant captures Piper and forces Milton to give up the Godkiller before he can engage King, but he allows Milton to go into battle against King and his followers to save his granddaughter, noting that Satan is more of a well-educated, calm warden of a very large prison, rather than a face of evil, and that he actually despises the sacrifices of innocent lives in his name. While Milton slaughters King's men before they can sacrifice the child, Piper escapes The Accountant's clutches with the Godkiller. King eventually gets the upper hand on Milton and savagely beats him. Piper fires the Godkiller at King, but misses and hits one of his few surviving men instead. She is knocked out by the gun's recoil. King orders one of his female servants to murder the child. However, the woman, who had been caring for the baby ever since King stole her, finds herself unable to carry out the deed, making King angry. The Accountant attracts King's attention, allowing Milton to grab the Godkiller and shoot King, destroying his soul. The Accountant retrieves the baby and allows Milton to say goodbye to her. Milton gives her to Piper, who promises to care for and protect her. Webster arrives and looks on as Milton ""dies"". After both Piper and Webster have left, Milton is revealed to be still ""alive"" and with the Accountant. Following this, Milton makes good on his earlier promise to Webster, and nonchalantly drinks a beer out of what is left of King's skull. He agrees to go back to Hell, but warns that if he is punished too severely for his actions, he will escape again. The Accountant claims that he looks forward to it, insinuating that chasing Milton is the most fun he has ever had, before he wiggles his keys and manifests a black 1957 Chevrolet Bel Air. He throws the keys to Milton, who drives off into the gates of Hell."
wiki-16101,Restless,"A young man, Enoch, is out of school and has been befriended by a ghost of a Japanese kamikaze pilot. For unexplained reasons, he attends the funerals of strangers without invitation; at one of these he meets a young woman, Annabel, who says she works with children who have cancer, and the two start spending time together. Later Annabel acknowledges she has cancer herself, a fact which Enoch appears to accommodate, even when Annabel discovers she has only three months left to live. As their relationship becomes romantic, Enoch's placidity is explained by his own history of near-death experience, but when the loss of Annabel becomes a reality his behaviour betrays more evidence of turmoil. Annabel accepts and reacts to this. At Annabel's memorial Enoch asks to speak, but before he says anything memories of the couple's happiness together appear to resolve his grief."
wiki-16135,Trespass,"The film opens with fast-talking businessman and diamond dealer Kyle Miller (Nicolas Cage) speaking to a client over the phone as he returns to his lavish mansion home in Shreveport, Louisiana, his wife Sarah (Nicole Kidman) and his teenage daughter Avery (Liana Liberato). Despite the charming facade, it is immediately clear that the family is dysfunctional and emotionally distant: Avery disrespects her parents and, despite being forbidden to do so, sneaks out of the house to go to a party with her friend Kendra, at the home of a guy named Jake. Sarah appears bored with life as a housewife and yearns for more in her marriage while Kyle seems to harbor a hidden aversion towards his wife. Just as Kyle is about to leave for a business transaction, the house is suddenly invaded by a gang of robbers masquerading as police. The thieves—consisting of leader Elias (Ben Mendelsohn), his stripper girlfriend Petal (Jordana Spiro), his younger brother Jonah (Cam Gigandet), and a large intimidating man named Ty (Dash Mihok)—tell Kyle and Sarah that they have been spying on them for some time and are aware of the large amounts of cash and diamonds hidden in their home. They command Kyle to open a safe hidden in the wall but, despite the threat of a syringe containing lethal injection chemicals, he defiantly refuses, believing that he and Sarah will be killed if he simply gives in to their demands. Sarah, meanwhile, recognizes Jonah through his mask. Through a series of Jonah's flashbacks and a conversation with Elias, it is strongly implied that Sarah and Jonah had a previous affair when the latter was employed as a technician to install the house's security system. Unbeknownst to Elias, Sarah secretly steals the syringe from him during this conversation. Having left her party in disgust (after the host Jake clumsily attempted to seduce her), Avery returns home and, after a brief chase, is also captured and taken to her parents. Elias appeals to Kyle, claiming that he needs money to pay for a kidney transplantation for his dying mother and that, if Kyle refuses to comply, he will instead take one of Avery's kidneys. Sarah catches Elias off-guard and holds him hostage with the syringe. Forced into a Mexican standoff, the thieves compromise by letting Avery escape in exchange for Kyle opening the safe. He does so, revealing it to be completely empty. Kyle explains that he is actually bankrupt and has no money; his house and all of his possessions were bought on loaned credit. Enraged, Elias breaks Kyle's hand and instead demands material compensation by taking Sarah's prized diamond necklace. However, Kyle reveals that this is a completely worthless cubic zirconia replica. Ty recaptures Avery from outside and brings her back into the house. Kyle volunteers for his own kidney to be taken instead of his daughter's, but Elias reveals that it was a ploy and that he hated his mother, who is already dead. Ty grows impatient after receiving a phone call and commands Elias to hurry up; Kyle realizes that the burglars are themselves being coerced into committing the heist against their will. The thieves then separate the Miller family, with Kyle and Avery being tied up and guarded in the living room and Sarah being pursued by Jonah in the kitchen. Jonah states to Sarah that he still loves her and promises that she and Avery will be left unhurt. Meanwhile, Kyle uses a lighter to burn both his own and Avery's binds; they attempt an escape and set off the house's security system. Kyle ends up in a struggle with Ty and, despite Ty's superior strength and fighting skills, Kyle manages to inject a portion of the syringe chemicals into his arm, causing him to fall unconscious. Thinking that Ty is dead, Elias shoots Kyle in the leg and reveals his true motives: that he is a drug dealer working for an organized crime syndicate. Shortly after being given a job to sell $180,000 worth of drugs, Elias and Petal were carjacked at gunpoint and all of their shipments were promptly stolen. Faced with threats of retribution, Elias was then forced to commit a heist (under the supervision of henchman Ty) to pay off his debt. Jonah, who had previously seen the Miller residence, suggested it as a place to rob. Avery attempts to run out of the house again but is caught by Jonah. Under the threat of her parents being killed, she is forced to answer a call from the security company and successfully convinces them to call off the police. However, a security guard shows up nevertheless, with Sarah ordered to make him leave, but the security guard catches sight of Jonah and recognises him as a colleague, prompting Jonah to shoot him in the head. Kyle reveals to Elias that the only thing of any worth on him is his life insurance. Desperate and out of options, Elias kicks Kyle down and prepares to kill him. At the last second, Avery remembers the money she saw at the earlier party and pleads with the thieves that she can help them steal it from the party if they spare her father's life. Elias reluctantly agrees to the proposition and sends Petal to supervise Avery as she drives to the party house and ensure that she keeps her word (during a conversation between Elias and Petal it is revealed their daughter was taken into foster care). Although Avery's initial idea is to seduce Jake and then steal his money, she is horrified when Petal begins to deliriously proclaim that she plans to massacre all of the party guests and then take the cash. Seeing a swerving road ahead, Avery accelerates the car, unbuckles Petal's seat belt, and intentionally crashes into a telephone pole, incapacitating Petal and allowing Avery to handcuff Petal to the steering wheel. Back at the Miller home, Sarah learns that Kyle had discovered a picture of her kissing Jonah from security footage and was suspicious for some time that she had been unfaithful. Sarah, however, insists that she is innocent and only loves Kyle: the same flashback is now shown from her perspective, revealing that Jonah is in fact mentally ill (and off his medications) and that the supposed love affair between him and Sarah was all in his head. The ""kiss"" had occurred to Sarah's complete surprise and against her will. At this point, Ty reawakens from his stupor and attacks Sarah. Enraged, Jonah tackles Ty and the two fight. Just as Ty is about to strangle Jonah to death, Elias shoots him in the back for trying to kill his brother. However, in his dying breath, Ty reveals to Elias that he had been set up all along: the ""robbers"" stealing his drug shipment were actually fellow members of the same crime organization and the operation was done in order to blackmail him into stealing more money for them. More damningly, Ty also claims that Jonah had masterminded the entire plan so he could have an excuse to return to the Miller residence and profess his love to Sarah. Elias is shocked by the allegations but refuses to believe them (though doubt about his brother does seem to creep in.) Through the chaos, Sarah and a wounded Kyle escape to the tool shed behind the house and are pursued by Elias and Jonah. After a brief fight, the thieves break through a partition in their tussling and to their surprise discover a large amount of money that's been hidden in the shed; Kyle reveals that he had sold Sarah's real diamond necklace and was saving the money as a nest egg for his family when he noticed his business/fortunes declining. As Elias and Jonah begin to collect the cash, Avery appears (having survived the car crash with minor injuries) and points a gun at them. Elias calls her bluff and claims she can shoot but he will still have time to shoot one of her parents, he then aims his gun at Sarah - but he is shot from behind and killed by Jonah for this. Jonah tries again to convince Sarah that she belongs with him but she rebuffs his offers, calling him insane. In an attempt to sacrifice himself, Kyle tells his wife and daughter to run while setting the money in the tool shed on fire. He also shoots Jonah's foot with a nail gun, trapping him in the shed. While Avery goes to call the police, Sarah tries to help Kyle but she is grabbed in a last-ditch effort by Jonah, who is convinced that it is destiny for her to die together with him in the fire. However, Kyle then shoots him in the neck, causing him to fall and become engulfed in the flames. Sarah then carries Kyle away to safety just as the shed collapses. In the backyard, Kyle tries to tell Sarah to let him die so that she and Avery can survive on his life insurance fund but she refuses, stating that she loves him regardless of whether he has money or not. Avery runs back to her parents announcing that help is finally on the way. The three family members embrace as the real police arrive and surround the house."
wiki-16141,The Way,"Dr. Thomas Avery (Martin Sheen) is an American ophthalmologist who goes to France following the death of his adult son, Daniel (Emilio Estevez), killed in the Pyrenees during a storm while walking the Camino de Santiago (the Way of St. James), a Catholic pilgrimage route to the Cathedral of Santiago de Compostela in Galicia, Spain. Tom's purpose is initially to retrieve his son's body. However, in a combination of grief and homage to his son, Tom decides to walk the ancient spiritual trail where his son died, taking Daniel's ashes with him. While walking the Camino, Tom meets others from around the world, all looking for greater meaning in their lives. He reluctantly falls in with three other pilgrims in particular. Joost (Yorick van Wageningen) is an overweight man from Amsterdam who says he is walking the route to lose weight to get ready for his brother's wedding and also that his wife will desire him again. He is a friendly extrovert who is the first to start walking with Tom. Sarah (Deborah Kara Unger) is a Canadian fleeing an abusive husband, who says she is walking the pilgrimage to quit smoking. Jack (James Nesbitt) is an Irish travel writer who when younger had desires to be a great author like William Butler Yeats or James Joyce but never wrote the novel he dreamed of. He is the last to join the quartet and has been suffering from ""writer's block"". As the pilgrims travel the Camino, they occasionally meet and talk with other pilgrims—two Frenchmen, a young Italian and Father Frank, an elderly priest from New York. Tom occasionally sees visions of Daniel alive and smiling among other people. On the pilgrimage, the group experiences challenges, such as when a young Romani steals Tom's backpack. Although the thief escapes, his father drags him back to Tom to return the pack, with embarrassed apologies and an offer to attend a street party in compensation. After the group arrives at Santiago de Compostela, Tom is accompanied by the other three members to Muxía. He scatters the remainder of Daniel's ashes at the sea there. With Daniel's backpack on his back, Tom sets out on another journey."
wiki-16227,Cloud Atlas,"In the Chatham Islands, 1849, American lawyer Adam Ewing witnesses the whipping of a Moriori slave, Autua. Autua stows away on Ewing's ship and convinces him to advocate for Autua to join the crew as a free man. Autua saves Ewing's life before Dr. Henry Goose, hoping to steal Ewing's gold, can deliver poison he claims will treat a parasitic worm. In the US, Ewing and his wife denounce her father's complicity in slavery and leave to join the abolition movement. In 1936, English composer Robert Frobisher finds work as an amanuensis to aging composer Vyvyan Ayrs, allowing Frobisher to compose his own masterpiece, ""The Cloud Atlas Sextet"". Frobisher reads Ewing's journal among the books at Ayrs's mansion. Ayrs demands credit for ""The Cloud Atlas Sextet"" and threatens to expose Frobisher's homosexuality if he refuses. Frobisher shoots Ayrs and goes into hiding, using the name Ewing. He finishes ""The Cloud Atlas Sextet"" and shoots himself before his lover Rufus Sixsmith arrives. In San Francisco, 1973, journalist Luisa Rey meets Sixsmith, now a nuclear physicist. Sixsmith tips off Rey to a conspiracy to create a catastrophe at a nuclear reactor run by Lloyd Hooks, but is killed by Hooks's hitman, Bill Smoke, before he can give her a report as proof. Rey finds Frobisher's letters to Sixsmith and tracks down Frobisher's ""Cloud Atlas Sextet."" Scientist Isaac Sachs passes her a copy of Sixsmith's report. Smoke kills Sachs by blowing up his plane, and runs Rey's car off a bridge. She escapes but the report is destroyed. With help from the plant's head of security, Joe Napier, Rey evades another assassination attempt, which results in Smoke's death. With a copy of the report from Sixsmith's niece, she exposes the plot and oil executives are indicted. In London, 2012, Dermot Hoggins, author of a gangster memoir, murders a critic after a harsh review, generating huge sales. Hoggins's brothers threaten the publisher, the aging Timothy Cavendish, for Hoggins's profits. Cavendish's brother Denholme tells him to hide at Aurora House. On the way, Cavendish reads a manuscript based on Luisa's story. Believing Aurora House is a hotel, Timothy signs papers committing himself; in fact, Aurora House is a nursing home. Denholme reveals to Timothy that he sent him there as revenge for Timothy's affair with Denholme's wife. The head nurse, Noakes, is abusive, and denies contact with the outside world. Cavendish escapes with three other residents, resumes his relationship with an old flame, and writes a screenplay about his experience. In Seoul, 2144, Sonmi-451 is a ""fabricant,"" a human cloned for slave labor, kept as a fast food server in a dystopian Neo Seoul, Korea. She is exposed to ideas of rebellion by another fabricant, Yoona-939. After Yoona is killed, Sonmi is rescued by rebel Commander Hae-Joo Chang. He exposes Sonmi to the banned writings of Aleksandr Solzhenitsyn and a film version of Cavendish's experience. After Sonmi is captured, Hae-Joo rescues her, introduces her to the leader of the rebel movement, and shows her that clones are recycled into food for other clones. Sonmi makes a public broadcast of her manifesto. The authorities attack; Hae-Joo is killed and Sonmi is recaptured. After recounting her story to an archivist, she is executed. In 2311, the tribespeople of the post-apocalyptic Big Island of Hawaii worship Sonmi-451; their sacred text is taken from her broadcast. Zachry Bailey is plagued by visions of a demonic figure, Old Georgie. Zachry, his brother-in-law Adam, and his nephew are attacked by the cannibalistic Kona tribe. Zachry runs into hiding and his companions are murdered. His village is visited by Meronym, a member of the Prescients, an advanced society using remnants of high technology, but who are dying from a plague. Meronym is searching for a communication station on Mauna Sol to send an SOS to off-world humans. In exchange for healing Zachry's niece Catkin, Zachry guides Meronym to the station where Sonmi-451 made her broadcast. Returning, Zachry finds his tribe slaughtered by the Kona. He kills the sleeping Kona chief and rescues Catkin, and Meronym uses her gun to save him from the Kona and is saved by Zachry. Zachry and Catkin join Meronym and the Prescients as their ship leaves Big Island. On a distant planet, Zachry recounts the story to his grandchildren and joins Meronym."
wiki-16254,"Do-Deca-Pentathlon, TheThe Do-Deca-Pentathlon",The film is about two brothers in their mid-30s (played by Mark Kelly and Steve Zissis) whose lifelong rivalry compels them to secretly complete an athletic competition that they came up with in high school but left unfinished.[4]
wiki-16338,The Paperboy,"Anita (Macy Gray), the chain-smoking maid of the Jansen family, recounts to an unseen reporter the events of the summer of 1969, when idealistic reporter Ward Jansen (Matthew McConaughey) came back to his fictional hometown of Lately in Moat County, Florida, to investigate the events surrounding a murder in an effort to exonerate a man on death row, Hillary Van Wetter (John Cusack). In 1965, swamp-dwelling alligator hunter and small-time criminal Van Wetter has been jailed for the murder of a violent and unscrupulous local sheriff, Thurmond Call. Four years later, Charlotte Bless (Nicole Kidman), a woman from Mobile, Alabama whom Van Wetter has never met but who has fallen in love with him after exchanging correspondence, is now determined to prove his innocence and have him released so they can marry. Charlotte requested the help of Ward and his colleague, Englishman Yardley Acheman (David Oyelowo), who are both investigative reporters from The Miami Times. Ward's younger brother, Jack Jansen (Zac Efron), is hired as their driver. Ward has mixed feelings about returning home to his estranged father, who runs a local newspaper and distributes The Miami Times in their town. Both Jansen brothers dislike their father's latest girlfriend, Ellen. Jack now works as a paperboy for his father's business after having been expelled from college for vandalism, ending his prospective career as a professional swimmer. His only real friend is Anita, who brought him and Ward up after their mother left them. The evidence against Van Wetter is inconsistent and Ward and Yardley are confident they can expose Van Wetter as a victim of redneck justice. Meanwhile, Jack has fallen in love with Charlotte, who only desires Van Wetter. During a day at the beach, Jack gets stung by a jellyfish and has a life-threatening allergic reaction. Charlotte saves his life by urinating on him, an embarrassing circumstance that his father promptly exploits for an article in his newspaper. Anita realizes that Jack can never stop thinking of Charlotte as she is his first true love. Van Wetter is hostile to the reporters at first, and contrary to the romantic portrayal he had painted of himself in his letters to Charlotte, he reveals himself to be a racist, a sexist and, in general, a rude man with anger issues. One day, after finally acquiring some useful information from Van Wetter, the Jansens travel to meet Van Wetter's uncle Tyree. The man is the only one who can corroborate Van Wetter's alibi, since, according to Van Wetter, the two men were stealing sod from a golf course in Ormond Beach the night of the murder. Tyree, who lives in pitiful conditions in the middle of the swamp with his ""white trash"" family, is initially ill-disposed and wary of admitting his own crime to save his nephew's life, but finally caves in. In the meantime, Yardley and Charlotte have visited the golf course to verify that side of the story; Yardley comes back claiming to have tracked the developer who bought the sod stolen by Hillary and Tyree, but the man only agreed to talk upon the promise to remain anonymous, so Yardley refuses to disclose his name even to Ward. Satisfied with his findings, Yardley goes back to Miami to start writing the article. Suspicious of Yardley's motives, Ward decides to go check the truth in Ormond Beach himself, with Jack and Charlotte in tow. During the trip, Ward gets drunk, approaches two black men in a bar, and takes them to his motel room. During the night, Charlotte wakes up Jack after hearing alarming sounds from Ward's room, and the two find Ward tied up, after being raped and tortured by the two men. As Ward is taken to the hospital, Jack does not resent him for secretly being a homosexual or for ""what he was into"", but just for keeping from him this side of his adult life. While Ward's still in the hospital, Jack goes to Miami to try and convince Yardley not to publish the article in his brother's name without checking all the facts first. During the confrontation, Yardley reveals he's actually an American pretending to be English to escape discrimination. He also reveals he had given Ward sexual favors in the past, which was the beginning of Ward's guilty, self-hating infatuation with black men. After the article is published, Van Wetter obtains a pardon and is released from prison. He takes Charlotte away to the swamp to live with him. Months later, she is unhappy with the demeaning lifestyle she has to endure, and sends a letter to Jack telling him she now realizes she made a mistake and plans to reunite with him at his father and Ellen's wedding reception. However, Jack only finds out about the letter one month later, on the very day of the wedding, when Anita, who's been fired from the Jansen household, gives the letter to him, revealing Ellen decided to hide it from Jack. Since Charlotte is not there, a worried Jack leaves the party to go find her, followed by Ward, who has lost an eye due to the incident at Ormond Beach and is now an alcoholic after Yardley left for New York with a deal to write a book on the Van Wetter case. When Jack and Ward confront Van Wetter, Charlotte has already been killed after Van Watter refused to let her leave to attend the wedding. A fight ensues, and Van Wetter kills Ward as well, by slashing his throat with a machete (the same weapon the sheriff was murdered with), but Jack manages to evade Van Wetter by diving into the swamp; the next morning, he retrieves Ward and Charlotte's bodies and leaves on the boat in which they came. Anita finishes narrating by revealing Van Wetter was later convicted for the murders of Ward and Charlotte and sent to the electric chair, yet the identity of the sheriff's murderer was never ascertained. Jack would later meet his mother at Ward's funeral, but he would never get over Charlotte."
wiki-16387,This Is 40,"While having sex in the shower Pete reveals to his wife Debbie that he took a Viagra given to him by his friend Barry (Rob Smigel); this enrages Debbie and they stop. Debbie is angered that she is turning 40. In the five years since Knocked Up, Debbie owns a boutique with Desi (Megan Fox) and Jodi (Charlyne Yi) working for her. Pete owns his own record label, with his friends Ronnie (Chris O'Dowd) and Cat (Lena Dunham) working with him. Pete's business is struggling financially as he promotes the reunion of Graham Parker & The Rumour. The couple also are having to deal with their daughters; Sadie, a young teenager, and eight-year-old Charlotte. For Debbie's birthday, the couple goes on a romantic weekend to a resort. There they get high from eating marijuana cookies, and fantasize out loud about ways they would kill each other. After speaking with her friends Jason (Jason Segel) and Barb (Annie Mumolo), Debbie decides to improve her marriage and family through exercise, and becoming more connected with her parents. Debbie tells Pete that he needs to stop lending his dad, Larry (Albert Brooks), money, because it is hurting them financially. Pete goes to visit him, but is unsuccessful at giving him the news, and still agrees to give him money. Meanwhile, Debbie visits her gynecologist (Tim Bagley), and discovers that she is pregnant. She decides not to tell Pete about this. Later, she yells at a student, Joseph (Ryan Lee), who has been taunting Sadie. She yells at him so much that his mother, Catherine (Melissa McCarthy), gets into an argument with Pete. One night between the school taunting sequences, Debbie takes Desi out dancing at a club, planning to confront her with her suspicions that she has been stealing money from the store. Debbie and Desi meet several players from the Philadelphia Flyers hockey team at the pub. Debbie awkwardly finds out that one of the players wants to hang out with her and possibly sleep with her. She is proud that he wants to have sex with her, but admits that she is married, has two kids, and is pregnant. Afterwards, Debbie drops Desi off at her house and confronts her about the missing money. Desi reveals she is able to afford nice things because she is also an escort. Later, Debbie meets up with Jodi, who confesses that she stole the money to buy Oxycontin. Debbie fires her and leaves. Meanwhile, Pete and Debbie are having to deal with Sadie and Charlotte fighting all the time, which results in arguments between the family. They later have a meeting with the principal, but the couple denies everything that happened. The couple is overjoyed when Catherine starts using the same language they used previously and the principal dismisses them. On Pete's 40th birthday party, he argues with his dad about the money he wants from them. Debbie argues with her dad about not spending enough time in her life, and how his is perfect. Oliver then explains that his life is not perfect, and how he has always cared about her and loved her. Later, Pete overhears Debbie talking about her pregnancy, and rides out of the house on his bicycle in anger. Debbie and Larry then go after Pete, trying to find him. Soon, they find that he wrecked after hitting his head on a car door. Pete then gets into an argument with the driver of the car who then punches him in the stomach. Debbie and Larry take Pete to the hospital, where Larry and Debbie reconcile, with Larry advising Debbie that it's because of her, that she keeps the family together. Debbie and Pete talk later and Pete explains that he is actually thrilled about having a third baby, and that he doesn't feel trapped, so the two reconcile. Sometime later, Pete and Debbie are watching a small concert with Ryan Adams performing. Debbie then suggests that Pete should sign him to his label and plan to talk to him as they finish watching the show.[4] After the main credits roll, there's an extended alternate take of Catherine ad-libbing insults during the conversation with Debbie, Pete, and the principal."
